comment,curiet,debyet,element,gapene,kaizero_value,moment_value,name,neelt,nhc2zero_value,oz,pcohere_value,phc2zero_value,ppenet_value,rh300,shape,t1_value,t2_value,t3_value,tcn_value,tcsus_value,tcwidth_value,critical_temp_K,upper_critical_field_0K_T,gamma_sommerfeld_mJmolK2,resistivity_normal_uOhmcm,resistivity_roomtemp_uOhmcm,penetration_depth_nm,coherence_length_nm,dhc2dt_TK,dtcdp_KGPa,density_gcm3,lower_critical_field_0K_T,thermopower_300K_uVK,energy_gap_meV,data_quality_flag
K-content by EDX.,,,Ba0.68K0.32Fe2As2,,,,"(Ba,K)Fe2As2",,,,,,,,shape_03,,,,,38.5,,38.5,,,,,,,,,,,,,
Energy gap  D/Tc = 1.38 from SP analysis.,,210.0,La0.9Ce0.1Pt4Ge12,,,,"(La,Ce)Pt4Ge12",,,,,,,,shape_01,3.14,5.61,4.53,,,,5.61,,67.6,,,,,,,,,,,
Y123 not detected by XRD.,,,Y1Ba1.8Sr0.2Cu4O8,,,,"Y(Ba,Sr)2Cu4O8",,,,,,,,,74.2,76.8,81.5,,,,76.8,,,,,,,,,,,,,
,,,Ho0.4Ba0.6Cu1O3-X,,,,,,,,,,,,,,94.0,95.0,,,,94.0,,,,,,,,,,,,,
not bulk SC (no specific heat anomaly). SC sample has superstructure in XRD pattern.,,,Ce2Rh1In8,,,,Ce2RhIn8,2.8,,,,,,,shape_03,0.5,,0.8,,,,0.65,,,,,,,,,,,,,
TP300 in DB shows the value at 320 K.,,,Bi3.9Ag0.1S3O4,,,,Bi4-xAgxO4S3,,,,,,,,shape_01,,,1.99,,,,1.99,,,,,,,,,,,-40.4,,
"M = N,N-dimethylaniline.  reaction(170C,3d)",,,M1Ta1S2,,,,(M)TiS2,,,,,,,,,,4.3,,,,,4.3,,,,,,,,,,,,,
,,,Pa1,,,,Pa1,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,
,,550.0,Pr1.85Ce0.15Cu1O4,,,,"(Pr,Ce)2CuO4",,,,,,,,,16.0,,23.0,,,,19.5,,,,,,,,,,,,,
,,,C1Mn1,,,,C1Mn1,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,
SOLUBILITY LIMIT 0=< X =< 0.02,,,Y1Ba2Cu3.96Co0.04O8,,-1.1e-07,2.93,"YBa2(Cu,Co)4O8",,,,,,,,,61.0,,64.0,,,3.0,62.5,,,,,,,,,,,,,
,,,Bi1.8Pb0.2Sr1.7La0.3Cu1Oz,,,,"(Bi,Pb)2(Sr,La)2CuOz",,,,,,,,,35.0,,43.0,,,,39.0,,,,,,,,,,,,,
,,,V2.7Mn0.3Si1,,,,V2.7Mn0.3Si1 ,,,,,,,,,,11.9,,,,,11.9,,,,,,,,,,,,,
"bcc, metastable sample. broad transition.",,194.0,Si0.108Zr0.892,,,,"(Zr,Si)",,,,,,,,,,,3.54,,,0.21,3.54,,,,,,,,,,,,,
"Single phase, ISOTOPE=ln(1-dTc/Tc)/ln(M16/M18). ,ISOEL=O",,,La1.85Sr0.15Cu0.985Ni0.015O4+z,,,,"(La,Sr)2(Cu,Ni)O4",,,,,,,,shape_01,,,,,25.9,,25.9,,,,,,,,,,,,,
e-ph coupling const = 0.50,,325.0,Ti0.5Nb0.25Sb0.25,,,,"(Ti,Nb)3Sb",,,,,,,,,,1.95,,,,,1.95,,4.85,,,,,,,,,,,
,,,Lu2Fe3Si5,,,,Lu2Fe3Si5,,,,,,,,shape_01,,5.85,,,5.85,,5.85,,,30.0,,,,,,,,,,
,,,La1Ru2Os2P12,,,,"La(Ru,Os)4P12",,,,,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,
impurity phase(LaCuO2.5)<a few %. penet(ab) derived from effective penet(105 nm) which measured by muon-SR.  sample shows phase separation (magnetic and nonmagnetic). T2 shows bulk Tc.,,,Sr0.875La0.125Cu1O2,,,,"(Sr,La)CuO2",,,,,,808.0,,shape_01,,36.9,41.8,,,,36.9,,,,,,,,,,,,,
,,,La1.85Sr0.15Cu0.985Ni0.015O4,,,,"(La,Sr)2(Cu,Ni)O4",,,,,,,,shape_01,,,,,25.5,,25.5,,,,,,,,,,,,,
,,,La3Ca0.8Cd0.2Ba3Cu7O16.536,,,,"La3(Ca,Cd)Ba3Cu7Oz",,,16.536,,,,,shape_01,75.0,,77.0,,,,76.0,,,,,,,,,,,,,
Hc(0)= 732 Oe. (delta-C/gamma*Tc) = 1.26,,411.0,Sn0.025V0.975,,,,V1-xSnx,,,,,,,,,,3.16,,,,,3.16,,8.6,,,,,,,,,,,
,,,Mo0.5Pt0.05Re0.45,,,,"Mo1-x(Pt,Re)x",,,,,,,,shape_01,,5.32,,,,,5.32,,,,,,,,,,,,,
,,,Lu1Ir2Rh2B4,,,,"Lu(Ir,Rh)4B4",,,,,,,,,,3.08,,,,,3.08,,,,,,,,,,,,,
,,,Y1Ba2Cu3O7-X,12.0,,,YBa2Cu3O7,,,,,,,,,,92.0,,,,,92.0,,,,,,,,,,,,,
,,,Hf1Re2,,,,HfRe2,,,,,,,,,,5.2,,,,,5.2,,,,,,,,,,,,,
,,,Ba0.13O3W1,,,,,,,,,,,,,,1.9,,,,,1.9,,,,,,,,,,,,,
"P-induced SC. Tc shows Tc(max) at 23 GPa. (dTc/dP) for 7 < P < 13 GPa. R(Tc) = 3.54, 5.66, 6.41, 10.9 uOhm.cm for P = 7.2, 8.4, 21.2, 32.7 GPa,respectively",,,Pd1Se2,,,,PdSe2,,,,,,,,shape_03,,,13.1,0.0,,,13.1,,,,,,,,-1.2,,,,,
,,,Tc0.8V0.2,,,,Tc0.8V0.2,,,,,,,,,,11.24,,,,,11.24,,,,,,,,,,,,,
powder,,,La2CuO4,,,,La2CuO4,,,,,,,,shape_06,,,,,,,,,,,,,,,,,,,,
,,,Nb0.9Re0.1,,,,Nb0.9Re0.1,,,,,,,,,,4.5,,,,,4.5,,,,,,,,,,,,,
,,,Sm1Ba2Cu3OZ,,,,SmBa2Cu3O7,,,,,,,,,,,92.33,,,,92.33,,,,,6830.0,,,,6.853,,,,
total impurity = 50 - 500 ppm.,,,Pa1,,,,Pa,,,,,,,,shape_03,,0.43,,,,,0.43,0.0056,,,,,,0.026,,,,,,
optimum oxygen,,,Hg1Ba2Cu1O4.162,,,,HgBa2CuO4,,,4.162,,,,,,,,,,97.4,,97.4,,,,,,,,,,,,,
"heat(1370 K,4.0 GPa, 2 h)",,,La0.59Rh4P12,,,,LaxRh4P12,,,,,,,,,3.55,4.58,5.87,,,,4.58,,,,,,,,,,,,,
,,,Y1Ba2Cu3O6.93,,,,YBa2Cu3Oz,,,6.93,,,,,shape_03,,,90.0,,,,90.0,,,,,,,,,,,,,
SrRuO3 second phase detected,,,Ru1Sr2Gd0.9Ca0.1Cu2O8,,,,"RuSr2(Gd,Ca)Cu2O8",,,,,,,,,,,61.0,,,,61.0,,,,,,,,,,,,,
RESRT is at 275K ,,,Nd0.97Ca0.015Th0.015Ba2Cu3O7-z,,,,"(Nd,Ca,Th)Ba2Cu3O7",,,,,,,,shape_01,,90.4,,,,1.4,90.4,,,,1250.0,,,,,,,,,
Tc measured at p=20 kbar,,,La1.9Sr0.1Cu1O4,,,,"(La,Sr)2CuO4",,,,,,,,,,,,,34.1,,34.1,,,,,,,,,,,,,
"M = tridecylamine . reaction(25C,30d ).",,,M1Ta1S2,,,,(M)TaS2,,,,,,,,,,2.5,,,,,2.5,,,,,,,,,,,,,
"M = NH3, M-content measured therm gravimetric method",,,Ca0.3M0.31Mo1S2,,,,Cax(NH3)yMoS2,,,,,,,,,,,,,5.37,,5.37,,,,,,,,,,,,,
,,,Y1Ba1Sr1Cu2.95Sn0.05O6.96,,,,"YBaSr(Cu,Sn)3O7",,,6.96,,,,,,,73.9,,,,,73.9,,,,,,,,,,,,,
no SP jump at Tc. maybe not bulk SC. Semicond-like R(T).,,,La1F0.5Bi1S2O0.5,,,,"La(O,F)BiS2",,,,,,,,shape_03,,2.2,,,,0.7,2.2,,,5800.0,,,,,,,,,,
,,,Hg0.75Ba2.07Ca2.07Cu3.11O8.16,,,,HgBa2Ca2Cu3Oz,,,8.16,,,,,,,134.2,,,,,134.2,,,,,,,,,,,,,
,,,V3Si0.9Ge0.1,,,,V3Si0.9Ge0.1,,,,,,,,,,14.0,,,,,14.0,,,,,,,,,,,,,
,,,Ho1,,,,Ho1,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,
,,,Nb1Se2,,,,Nb1Se2,,,,,,,,,,7.0,,,,,7.0,,,,,,,,,,,,,
"dTc/dp in DB at 0.2 GPa for hydrostatic. LTO-LTT transition (Td=68 K). Pressure dependence of Tc, Td shows different for uni-axial pressure.",,,La1.48Nd0.4Sr0.12Cu1O4,,,,"(La,Nd,Sr)2CuO4",,,,,,,,shape_03,,,8.0,,,,8.0,,,,,,,,,,,,,
,,400.0,La1.8Sr0.2Cu1O4,,,,"(La,Sr)2CuO4",,,,,,,,,,,41.5,,,,41.5,,4.0,,,,,,,,,,,
,,,La1.85Sr0.15Cu1O4,,,,"(La,Sr)2(Cu,Mg)O4",,,,,,,,shape_01,,,37.8,,,,37.8,,,,19.8,,,,,,,,,
,,,Sm1.25Ba1.75Cu3O6.972,,,,"Sm(Ba,Sm)2Cu3O7",,,6.972,,,,,,,,,,,,,,,,,,,,,,,,,
high temperature phase,,,P3Pd7,,,,P3Pd7,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
oxygen content by Rietveld analysis for 2125-structure. hole in sheet = 0.171.,,,La1.7Pr0.3Ca0.6Ba2Cu4.6O10.8862,,,,"(La,Pr)2CaBa2Cu5Oz",,,10.8862,,,,,shape_01,,47.6,,,,,47.6,,,,,,,,,,,,,
,,,C0.922V1,,,,C0.922V1,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,
,,,Rh0.04Sc0.05Ti0.91,,,,Rh0.04Sc0.05Ti0.91,,,,,,,,,,1.3,,,,,1.3,,,,,,,,,,,,,
,,,Li1Ti2O4,,,,Li1+xTi2-xO4,,,,,,,,,,11.0,,,,3.0,11.0,,,,,,,,,,,,,
poly powder. Tc-width = 0.02 K.,,,Nb1.01Se2,,,,NbxSe2,,,,,,,,,,7.05,,,,,7.05,,,,,,,,0.45,,,,,
Curie-T from SUS( Curie-Weis law),1.8,,U1Co1Ge0.96Si0.04,,,,"UCo(Ge,Si)",,,,,,,,shape_01,,0.541,,,0.459,,0.541,,,,,,,,,,,,,
,,,Dy1Rh4B4,,,,DyRh4B4,11.2,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
,,,B1Ta2,,,,B1Ta2,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,
,,,La0.996Tb0.004Al2,,,,"(La,Tb)Al2",,,,,,,,,,2.4,,,,,2.4,,,,,,,,,,,,,
,,,Ba0.6K0.4Fe2As2,,,,"(Ba,K)Fe2As2",,,,,,,,,37.2,38.1,39.0,,38.3,1.5,38.1,,,,,,,,,,,,,
,,,Ag7F2H1O8,,,,Ag7F2H1O8,,,,,,,,,,1.5,,,,,1.5,,,,,,,,,,,,,
not SC,,,Sr0.6La0.4Bi1S2F1,,,,"(Sr,La)FBiS2",,,,,,,,shape_01,,,,1.8,,,,,,,,,,,,,,,,
hole doping p = 0.257 estimated using (Tc/Tcmax) = 1-82.6(p-0.16)^2 with Tcmax = 90 K.,,,Tl2Ba2Cu1O6,,,,Tl2Ba2CuO6,,,,,,,,shape_03,20.0,,,,,,20.0,14.0,,,,,,,,,,,,
,,,Tb1Fe1As1O0.75,,,,TbOxFeAs,,,0.75,,,,,,,34.8,,,,,34.8,,,,,,,,,,,,,
"1800<d<3000,RH for a-b plane",,,H0.38Y1Ba2Cu3Oz,,,,YBa2Cu3HxOz,,,,,,,,shape_04,,,,,60.7,,60.7,,,,,,,,,,,,,
,,,Nd0.925Gd0.925Ce0.15Cu1O4,,,,"(Nd,Gd,Ce)2CuO4",,,,,,,,,9.5,,16.7,,13.0,,13.0,,,,,,,,,,,,,
,,,Y0.6Pr0.4Ba1.6Sr0.4Cu3O6.87,,,,"(Y, Pr)(Ba,Sr)2Cu3O7-d",,,6.87,,,,,shape_01,,44.0,,,,5.0,44.0,,,,,,,,,,,,,
,,,Sm1.84Ce0.16Cu1O4-y,,,,"(Sm,Ce)2CuO4",,,,,,,,shape_01,18.2,,,,,,18.2,,,,,,,,,,,,,
"substrats; silica,  d=800 A.  energy gap estimated by T-dependence of [penet]",,,Nb1C1N1,4.46,,,NbCN,,,,,,,,shape_04,,,,,15.75,,15.75,,,,,225.0,,,,,,,,
,,,V2.4Mo0.6Si1,,,,V2.4Mo0.6Si1,,,,,,,,,,4.54,,,,,4.54,,,,,,,,,,,,,
,,,Eu1Ba2Cu2.9Zn0.1O7-y,,,,"EuBa2(Cu,Zn)3O7",,,,,,,,shape_01,,47.4,,,,14.2,47.4,,,,,,,,,,,,,
,,,Y1Ba2Cu3S0.001O7-X,,,,"YBa2Cu3(S,O)7",,,,,,,,,90.5,,93.5,,,,92.0,,,,,,,,,,,,,
Energy gap obtained by SP using two gap model. Large and small gaps are 4.60 and 3.10 meV.,,,Fe1Se0.3Te0.7,,,,FeSe1-xTex,,,,,,,,shape_03,,13.7,,,,,13.7,,,,,,,,,,,,4.6,
,,,Ti0.576V0.384Ru0.04,,,,"(Ti,V)1-xRux",,,,,,,,,,5.57,,,,,5.57,,,,,,,,,,,,,
"(dC/gamma*Tc) = 1.03, Tc(SP) = 1.5 K. Lattice term in SP 8beta) = 0.59 mJ/mol.K2. e-ph coupling = 0.52. DOS = 0.27 states /eV.f.u fro [gamma]",,242.0,K0.4W1O3,,,,KxWO3,,,,,,,,shape_01,1.65,1.74,1.81,,,0.2,1.74,0.14,4.15,270.0,,,48.5,0.12,,,,,,
d=1000A,,,Y1Ba2Cu3O7,,,,YBa2Cu3O7,,,,,,,,shape_04,92.0,,,,,1.5,92.0,,,,,,,,,,,,,
susceptibility starts to be minus at Tc. no resistivity data. s/c volume fraction <15 %.,,,Yb1Fe4Al8,,,,YbFe4Al8,107.0,,,,,,,,,50.0,,,,,50.0,,,,,,,,,,,,,
"RRR = 4.9 . Tc(SP) = 2.05 K. SP (beta) = 0.744 mJ/mol.K4, (delta) = 0.093  mJ/mol.K6.",,,Tl1Ni2Se1.2S0.8,,,,"TlNi2(Se,S)2",,,,,,,,shape_03,,,2.06,,2.16,,2.16,,31.13,,,,,,,,,,,
,,,Rh0.02Ti0.98,,,,Ti1-xRhx,,,,,,,,,,1.73,,,,,1.73,,4.13,,,,,,,,,,,
,,,Y1Ba2Cu3O6.59,,,,YBa2Cu3Oz,,,6.59,,,,,,,61.2,,,,,61.2,,,,,,,,3.75,,,,,
,,,Bi1.65Pb0.35Sr2Ca2Cu3O10+Z,,,,"(Bi,Pb)2Sr2Ca2Cu3O10",,,,,,,2.11e-09,shape_02,93.0,,,,,,93.0,,,,,,,,,,,,,
(PB0.5CU0.5)SR2(CA0.5DY0.5)CU2O7,,,Pb0.5Sr2Ca0.5Dy0.5Cu2.5O7,,,,"(Pb,Cu)Sr2(Ca,R)Cu2O7",,,,,,,,shape_01,,65.9,,,,,65.9,,,,,,,,,,,,,
,,,Nb3Bi0.15Sn0.85,,,,"Nb3(Bi,Sn)",,,,,,,,,,18.28,,,,,18.28,,,,,,,,,,,,,
(dC/Tc) = 5 mJ/mol.K2. X-ray density = 7.887 g/cm3,,,Tb1Fe1As1O0.82,,,,TbOxFeAs,,,0.82,,,,,,,43.8,,,,,43.8,,,,,,,,,,,,,
,,,La1.8Ba0.2Cu1O4,,,,"(La,Ba)2CuO4",,,,,,,,,,9.38,,,,,9.38,,,,,,,,,,,,,
NEARLY SINGLE PHASE,,,Ga0.5Sr1.5Eu2Ce0.5Cu2.5OZ,,,,"(Ga,Cu)(Sr,Eu)2(Eu,Ce)2Cu2OZ",,,,,,,,,22.0,,28.0,,,,25.0,,,,,,,,,,,,,
whiskers,,,Nb0.6Rh0.4,,,,,,,,,,,,,,4.21,,,,,4.21,,,,,,,,,,,,,
,,,Sr1Pb0.85Sb0.15O3-Z,,,,"Sr(Pb,Sb)O3",,,,,,,-2.6e-07,,,,,2.0,,,,,,,0.108,,,,,,,,,
"Tc defined as R(c) = 0  (dTc/dP) = 0.8 K/GPa at P = 0 (ortho-), = -3.0 K/GPa at Pc ( = 3.3 GPa (tetragonal)",,,La1.9Sr0.1Cu1O4,,,,"(La,Sr)2CuO4",,,,,,,,shape_03,22.9,,,,,,22.9,,,,,,,,-0.8,,,,,
,,,Mo0.006U0.944,,,,Mo0.006U0.944,,,,,,,,,,1.2,,,,,1.2,,,,,,,,,,,,,
"Hc1(O), Hc2(O) are calculated from Hc1(2.3K)=250Oe and Hc2(2.3K)=2.9T assuming Hc=Ho(1-t2)",,218.0,Nb1Se2,,,,NbSe2,,,,,,,,,,7.0,,,,,7.0,3.25,15.7,,,,,,,,0.028,,,
quench,,,Pb0.6Cu0.4Sr1La1Cu1O5.06,,,,"(Pb,Cu)(Sr,La)CuOz",,,5.06,,,,,,,37.8,,,,,37.8,,,,,,,,,,,,,
,,,Ca1Fe0.9Co0.1As1F1,,,,"CaF(Fe,Co)As",,,,,,,,,,,23.0,,,,23.0,,,,,,,,,,,,,
O2-annealed sample. O-content by iodometric titration.,,,Tl0.25Li0.25Ba2Ca2Cu2.25Si1.25O7.719,,,,"(Cu,Tl,Li)Ba2Ca2(Cu,Si)3O10",,,7.719,,,,,,,99.0,,,,,99.0,,,,,,,,,,,,,
ion radius(average) of R = 0.992. Hirr(77K)=4.78 T.,,,Y0.2Yb0.8Ba2Cu3O6.91,,,,"(Y,Yb)Ba2Cu3O7",,,6.91,,,,,shape_01,91.4,,,,,,91.4,,,,,,,,,,,,,
,,,Ca1Ba1Eu1Cu3O7-Z,,,,CaBaEuCu3O7,,,,,,,,,,53.0,,,,,53.0,,,,31.37,,,,,,,,,
,,,Sm0.3Ba0.7Cu1O3-Y,,,,,,,,,,,,,79.8,88.8,96.5,,,,88.8,,,,,,,,,,,,,
,,,Y2Cu2O5,,,,Y2Cu2O5,13.0,,5.0,,,,,shape_01,,,,,,,,,,,,,,,,,,,,
"New method for growing single crystal of AP2-xXx (A=Zr, Hf, X=S,Se) with a wedge-tyoe cubis-anvil under a pressure of 2GPa.",,,Zr0.5Lu0.5P1Se1,,,,Zr0.5Lu0.5PSe,,,,,,,,shape_03,,,,,6.91,,6.91,,,35900000.0,,,,,,,,,,
Tn measured from T-dependence of <31>P-NMR. Curie-T obtained from (1/T1*T).,38.9,,La1Fe1As0.8P0.2O1,,,,LsFe(As1-xPx)O,37.3,,,,,,,shape_01,0.0,,,0.0,,,0.0,,,,,,,,,,,,,Check: Tc=0 (Non-superconducting?)
impurity phase = LaPd2Ge2. Details of phases are investigated by NPD.,,,La3Pd4Ge4,,,,La3Pd4Ge4,,,,,,,,,,,,,2.75,,2.75,,,,,,,,,,,,,
"impurity phase=CaHgO,Hg1201,Ba2Cu3O5.9,BaCuO2, after full oxygenation Tc reach 117K",,,Hg1Ba2Ca1Cu2O6+z,,,,HgBa2CaCu2O6,,,,,,,,shape_02,107.0,113.0,116.0,,,,113.0,,,,,,,,,,,,,
,,,Y1Ba2Cu3OX,,,,YBa2Cu3O7,,,,,,,,,,90.8,,,,,90.8,,4.4,2.5,4.0,,,,,,,,,
,,,Nb0.67Pb1S3Ta0.33,,,,Nb0.67Pb1S3Ta0.33,,,,,,,,,,2.01,,,,,2.01,,,,,,,,,,,,,
RRR = 1.97. structural transition at T=155 K. Co-content x shows nominal value. [EDX] = 0.7*[nominal],,,Ca1Fe1.94Co0.06As2,,,,"Ca(Fe,Co)2As2",154.0,,,,,,,shape_03,,,15.5,,,,15.5,,,,,,,,,,,,,
ANN(700C).,,,Bi2.2Sr1.72La0.08Ca1Cu2O8,,,,"Bi2(Sr,Bi,La)2CaCu2Oz",,,,,,,,shape_03,,,,,69.1,,69.1,,,,,,,,,,,,,
ion radius(average) of R = 0.983. Hirr(77K)=5.45 T.,,,Yb0.8Lu0.2Ba2Cu3O6.94,,,,"(Yb,Lu)Ba2Cu3O7",,,6.94,,,,,shape_01,89.9,,,,,,89.9,,,,,,,,,,,,,
,,,Tl2Ba2Cu1O6+Z,,,,Tl2Ba2CuO6,,,,,,,,,,51.0,,,,,51.0,,,,,,,,-5.9,,,,,
,,,Hf0.915Mo0.085,,,,Hf1-xMox,,,,,,,,,,2.13,,,,,2.13,,,,,,,,,,,,,
,,,Ru1Sr2Gd1Cu2O8,,,,RuSr2GdCu2O8,132.0,,,,,,,,35.0,,46.0,,35.0,,35.0,,,,,,,,,,,,,
,,,Y1Ba2Cu3O7-d,,,,YBa2Cu3O7-d,,,,,,,,shape_03,90.5,,,,,,90.5,,,,,,,,,,,,,
La-content x by WDS.,,,Ca8.18La1.82Pt3Fe10As18,,,,"(Ca,La)10(Pt3As8)(Fe2As2)5",,,,,,,,shape_03,,22.1,,,25.2,,22.1,,,,,,,,,,,,,
Tq=550C,,,Y1Ba2Cu2.9Zn0.1O6.88,,,,"YBa2(Cu,Zn)3O7",,,6.88,,,,,shape_01,4.3,,,,,,4.3,,,,,,,,,,,,,
,,,Mo0.5Pb0.5,,,,,,,,,,,,,,3.52,,,,,3.52,,,,,,,,,,,,,
,,,La0.99Pr0.01,,,,La0.99Pr0.01,,,,,,,,,,5.3,,,,,5.3,,,,,,,,,,,,,
,,,La3Ca0.3Cd0.7Ba3Cu7O16.303,,,,"La3(Ca,Cd)Ba3Cu7Oz",,,16.303,,,,,shape_01,32.0,,40.0,,,,36.0,,,,,,,,,,,,,
,,,Bi2Pd1,,,,Bi2Pd1,,,,,,,,,,1.73,,,,,1.73,,,,,,,,,,,,,
,,,Mo6S6Br2,,,,Mo6S6Br2,,,,,,,,,,13.8,,,,,13.8,,,,,,,,,,,,,
Tc defined as 0.9Rn.,,,Li1Ti2O4,,,,LiTi2O4,,,,,,,,,11.8,,12.0,,,,11.9,12.9,,,,,,1.53,,,,,,
,,,Cr0.09Ir0.91,,,,Cr1-xIrx,,,,,,,,,,0.78,,,,,0.78,,,,,,,,,,,,,
,,,Er1Ba2Cu2.52Zn0.3Fe0.18O6.91,,,,"ErBa2(Cu,Zn,Fe)3Oz",,,6.91,,,,,shape_06,,,,,,,,,,,17400.0,,,,,,,,,
,,,As2Sn3,,,,,,,,,,,,,,3.5,,,,,3.5,,,,,,,,,,,,,
NEARLY SINGLE PHASE,,,Yb0.9Ca0.1Ba1.8Sr0.2Cu4O8,,,,"(Yb,Ca)(Ba,Sr)2Cu4O8",,,,,,,,shape_01,86.0,87.0,88.0,,,,87.0,,,,,,,,,,,,,
RRR = 56. gamma(SP) = 26.8 mJ/mol-La.K2. beta(SP) = 18.4 mJ/mol-La.K2,,200.0,La2Pt8P1,,,,La2Pt8P,9.6,,,,,,,shape_01,,,,0.28,,,,,26.8,,,,,,,,,,,
,,,Y1Ba2Cu3O6.52,,,,YBa2Cu3Oz,,,6.52,,,,,,51.1,,57.6,,,,54.35,,,,,,,,,,,,,
"M=EDA(ethylenediamine, C2H8N2), M-content y not given. For phase-III, c = 11.57, Tc(SUS) = 4.0 K.",,,Li0.04M1Ti1Se2,,,,LixMyTiSe2,,,,,,,,shape_01,,,2.42,,2.8,,2.8,,,,,,,,,,,,,
,,,Y1.4Th0.6C3.1,,,,"(Y,Th)2C3",,,,,,,,,,17.0,,,,,17.0,,,,,,,,,,,,,
"Effect of non-magnetic rare earth substitution for Zr on mixed anion Zr(P,Se)2 superconductors.",,,Zr1.75Sc0.25P1.25Se0.75,,,,Zr1.75Sc0.25P1.25Se0.75,,,,,,,,shape_02,,,,,,,7.574,,,,,,,,,,,,,
InN[12[-]10] // substrate Al2O3[101[-]0]. Tc defined as 0.5 Rn.,,,In1N1,,,,InN,,,,,,,,shape_05,0.25,0.47,1.0,,,,0.47,,,,,,,,,,,,,
,,,Nb0.85Zr0.15N1,,,,"(Nb,V)Nx",,,,,,,,,,13.7,,,,,13.7,,,,,,,,,,,,,
"Trigonal to monoclinic phase transition at 145K(heating) , 91K(cooling)",,,Ir0.96Pt0.04Te2,,,,Ir1-xPtxTe2,,,,,,,,shape_03,,,,,3.0,,3.0,,,,,,,,,,,,,
,,,Ga1Sr2Y0.6Ca0.4Cu2O7,,,,"GaSr2(Y,Ca)Cu2O7",,,,,,,,,35.0,38.0,,,,,38.0,,,,,,,,,,,,,
,,,Bi2Sr2Ca0.7Ce0.3Cu2O8+z,,,,"Bi2Sr2(Ca,Ce)Cu2O8+z",,,,,,,,shape_03,78.0,,,,,,78.0,,,,,,,,,,,,,
,,,Al1Pb1,,,,,,,,,,,,,,1.2,,,,,1.2,,,,,,,,,,,,,
Tq=700C,,,Y1Ba2Cu2.9Ni0.1O6.61,,,,"YBa2(Cu,Ni)3O7",,,6.61,,,,,shape_01,20.5,,,,,,20.5,,,,,,,,,,,,,
SP-heat. gamma and debye-T by fitting for Gamma<3> ground state.,,232.0,Pr1Ru4Sb12,,,,PrRu4Sb12,,,,,,,,,,1.11,,,,,1.11,,59.1,,,,,,,,,,,
,,,Ce1Ni2,,,,Ce1Ni2,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,
,,,La1.85Sr0.15Cu1O4,,,,"(La,Sr)2CuO4",,,,,,,,shape_01,,,37.0,,,,37.0,,,,,,,,,,,,,
asgrown,,,Hg1Ba2Cu1OZ,,,,HgBa2CuOz,,,,,,,,shape_06,,,,,89.0,,89.0,,,,,,,,,,,,,
,,,Bi3.85Co0.15S3O4,,,,"(Bi,Co)4O4S3",,,,,,,,shape_01,3.65,,4.26,,,,3.955,,,,,,,,,,,,,
,,,Fe0.25Ni0.75U6,,,,Fe0.25Ni0.75U6,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,
,,,Y0.8Pr0.2Ba2Cu3O7-Z,,,,"(Y,Pr)Ba2Cu3O7",,,,,,,,shape_01,77.2,78.4,79.6,,,,78.4,,,,1.52,,,,,,,,,
,,,Ba1Fe1.44Ru0.56As2,,,,"Ba(Fe,Ru)2As2",,,,,,,,shape_03,15.0,,,,,,15.0,,,,,,,,,,,,,
,,,Bi2Sr1.6La0.2Gd0.2Cu1O6+z,,,,"Bi2(Sr,La,Gd)2CuO6",,,,,,,,shape_03,,,,,27.0,,27.0,,,,,,,,,,,,,
,,,La0.5Yb0.5Ba2Cu3OZ,,,,"(La,Yb)Ba2Cu3Oz",,,,,,,,shape_06,,,81.0,,,,81.0,,,,,,,,,,,,,
,,,Pr1Ba0.4Sr1.6Cu3O7,,,,"Pr(Ba,Sr)2Cu3O7",,,,,,,,shape_05,,,,,,,,,,,2800.0,,,,,,,,,
,,,Y0.8Ca0.2Ba2Cu3O6.53,,,,"(Y,Ca)Ba2Cu3O7",,,6.53,,,,,shape_01,76.6,80.9,,,,7.6,80.9,,,,,,,,,,,,,
97 % AlB2 phase. Impurity phase =Ta3B4. not s/c. RRR=1.2. Gamma in mj/mol.K2,,419.0,B2Ta1,,,,TaB2,,,,,,,,,,,,1.5,,,,,2.0,,,,,,,,,,,
,,,La1.85Sr0.15Cu0.92Zn0.08OZ,,,,"(La,Sr)2(Cu,Zn)O4",,,,,,,,shape_05,,,,,,,,,,,,,,,,,,,,
,,,Cu1Rh2Se4,,,,CuRh2Se4,,,,,,,,,,3.49,,,,,3.49,,,,,,,,,,,,,
,,,Nd1.3Ba1.7Cu3O7+Z,,,,"(Nd,Ba)(Ba,Nd)2Cu3O7",,,,,,,5.8e-09,shape_01,,39.4,,,,,39.4,,,,,,,,,,,,,
,,,Nd1Ba2Cu3O7-Z,,,,RBa2Cu3O7,,,,,,,5e-10,,92.0,,,,,,92.0,,,,,,,,,,,5.4,,
